Nom géographique GMS;Code géographique;Libellé géographique;[DISP] Nbre de ménages fiscaux;[DISP] Nbre de personnes dans les ménages fiscaux;[DISP] Nbre d'unités de consommation dans les ménages fiscaux;[DISP] 1ᵉʳ quartile (€);[DISP] Médiane (€);[DISP] 3ᵉ quartile (€);[DISP] Écart interquartile (€);[DISP] 1ᵉʳ décile (€);[DISP] 2ᵉ décile (€);[DISP]3ᵉ décile (€);[DISP] 4ᵉ décile (€);[DISP] 6ᵉ décile (€);[DISP] 7ᵉ décile (€);[DISP] 8ᵉ décile (€);[DISP] 9ᵉ décile (€);[DISP] Rapport interdécile 9ᵉ décile/1ᵉʳ decile;[DISP] S80/20;[DISP] Iice de Gini;[DISP] Part des revenus d’activité (%);[DISP] dont part des salaires et traitements(%);[DISP] dont part des iemnités de chômage (%);[DISP] dont part des revenus des activités non salariées (%);[DISP] Part des pensions, retraites et rentes (%);[DISP] Part des revenus du patrimoine et autres revenus (%);[DISP] Part de l'ensemble des prestations sociales (%);[DISP] dont part des prestations familiales (%);[DISP] dont part des minima sociaux (%);[DISP] dont part des prestations logement (%);[DISP] Part des impôts (%);[DEC] Nbre de ménages fiscaux;[DEC] Nbre de personnes dans les ménages fiscaux;[DEC] Nbre d'unités de consommation dans les ménages fiscaux;[DEC] Part des ménages fiscaux imposés (%);[DEC] 1ᵉʳ quartile (€);[DEC] Médiane (€);[DEC] 3ᵉ quartile (€);[DEC] Écart interquartile (€);[DEC] 1ᵉʳ décile (€);[DEC] 2ᵉ décile (€);[DEC] 3ᵉ décile  (€);[DEC] 4ᵉ décile (€);[DEC] 6ᵉ décile (€);[DEC] 7ᵉ décile (€);[DEC] 8ᵉ décile (€);[DEC] 9ᵉ décile (€);[DEC] Rapport interdécile D9/D1;[DEC] S80/S20;[DEC] Iice de Gini;[DEC] Part des revenus d’activité (%);[DEC] dont part des salaires et traitements (%);[DEC] dont part des iemnités de chômage (%);[DEC] dont part des revenus des activités non salariées (%);[DEC] Part des pensions, retraites et rentes (%);[DEC] Part des autres revenus (%)
Saint-Léger-Magnazeix;87160;Saint-Léger-Magnazeix;220;424;315.5;;17690;;;;;;;;;;;;;;;;;;;;;;;;;219;423;314.5;;;16750;;;;;;;;;;;;;;;;;;;
Saint-Léonard-de-Noblat;87161;Saint-Léonard-de-Noblat;2062;3944;2912.6;16240;21480;27200;10960;12300;15120;17380;19400;23290;25840;29030;35060;2.8;3.5;0.249;58.2;50.7;2;5.5;41.5;8;5.5;1.5;2.9;1.1;-13.2;2064;3949;2915.9;43;14730;21130;28250;13520;8710;13300;16170;18400;23370;26280;30400;37670;4,3;5.9;0.319;54.6;47.4;2;5.2;40.1;5.3
Sainte-Marie-de-Vaux;87162;Sainte-Marie-de-Vaux;94;200;141.6;;21810;;;;;;;;;;;;;;;;;;;;;;;;;94;200;141.6;;;21650;;;;;;;;;;;;;;;;;;;
Saint-Martial-sur-Isop;87163;Saint-Martial-sur-Isop;60;114;86.2;;17640;;;;;;;;;;;;;;;;;;;;;;;;;61;115;87.2;;;16600;;;;;;;;;;;;;;;;;;;
Saint-Martin-de-Jussac;87164;Saint-Martin-de-Jussac;244;557;383.2;;22040;;;;;;;;;;;;;;;;;;;;;;;;;244;557;383.2;;;21880;;;;;;;;;;;;;;;;;;;
Saint-Martin-le-Mault;87165;Saint-Martin-le-Mault;71;135;101.4;;17810;;;;;;;;;;;;;;;;;;;;;;;;;71;135;101.4;;;17510;;;;;;;;;;;;;;;;;;;
Saint-Martin-le-Vieux;87166;Saint-Martin-le-Vieux;371;886;601.8;;23840;;;;;;;;;;;;;;;;;;;;;;;;;372;887;602.8;;;23480;;;;;;;;;;;;;;;;;;;
Saint-Martin-Terressus;87167;Saint-Martin-Terressus;240;562;382.6;;22860;;;;;;;;;;;;;;;;;;;;;;;;;240;563;383.1;;;22370;;;;;;;;;;;;;;;;;;;
Saint-Mathieu;87168;Saint-Mathieu;552;1079;792.7;;19980;;;;;;;;;;;;;;;;;;;;;;;;;553;1079;793.6;;;19630;;;;;;;;;;;;;;;;;;;
Saint-Maurice-les-Brousses;87169;Saint-Maurice-les-Brousses;425;1071;710.7;;22990;;;;;;;;;;;;;;;;;;;;;;;;;425;1071;710.7;;;23080;;;;;;;;;;;;;;;;;;;
Saint-Méard;87170;Saint-Méard;157;346;241.8;;20290;;;;;;;;;;;;;;;;;;;;;;;;;157;346;241.8;;;19720;;;;;;;;;;;;;;;;;;;
Saint-Ouen-sur-Gartempe;87172;Saint-Ouen-sur-Gartempe;100;198;144.2;;20710;;;;;;;;;;;;;;;;;;;;;;;;;100;198;144.2;;;18960;;;;;;;;;;;;;;;;;;;
Saint-Paul;87174;Saint-Paul;543;1219;846.9;;23630;;;;;;;;;;;;;;;;;;;;;;;;;543;1219;846.9;;;23480;;;;;;;;;;;;;;;;;;;
Saint-Priest-Ligoure;87176;Saint-Priest-Ligoure;285;628;437.3;;22630;;;;;;;;;;;;;;;;;;;;;;;;;285;628;437.3;;;22320;;;;;;;;;;;;;;;;;;;
Saint-Priest-sous-Aixe;87177;Saint-Priest-sous-Aixe;710;1667;1134.2;;23990;;;;;;;;;;;;;;;;;;;;;;;;;712;1670;1136.7;;;24210;;;;;;;;;;;;;;;;;;;
Saint-Priest-Taurion;87178;Saint-Priest-Taurion;1248;2831;1947.6;19060;23470;28560;9500;14000;17910;20030;21750;25300;27310;29890;34120;2.4;2.8;0.198;71.7;65.7;2.6;3.4;34.6;4.1;3.7;1.6;1.5;0.6;-14.1;1249;2830;1948;56;18280;23520;29650;11370;12170;16950;19440;21570;25830;28030;31510;37090;3,0;3.9;0.25;65.5;59.7;2.5;3.3;32.4;2.1
Saint-Sornin-la-Marche;87179;Saint-Sornin-la-Marche;105;212;152.9;;18360;;;;;;;;;;;;;;;;;;;;;;;;;105;212;152.9;;;17610;;;;;;;;;;;;;;;;;;;
Saint-Sornin-Leulac;87180;Saint-Sornin-Leulac;266;560;398;;20420;;;;;;;;;;;;;;;;;;;;;;;;;265;554;395.1;;;19690;;;;;;;;;;;;;;;;;;;
Saint-Sulpice-Laurière;87181;Saint-Sulpice-Laurière;428;876;629.6;;20140;;;;;;;;;;;;;;;;;;;;;;;;;429;877;630.6;;;19570;;;;;;;;;;;;;;;;;;;
Saint-Sulpice-les-Feuilles;87182;Saint-Sulpice-les-Feuilles;606;1163;858.9;;20570;;;;;;;;;;;;;;;;;;;;;;;;;608;1166;861.2;;;20470;;;;;;;;;;;;;;;;;;;
Saint-Sylvestre;87183;Saint-Sylvestre;385;862;594.1;;23130;;;;;;;;;;;;;;;;;;;;;;;;;385;862;594.1;;;22840;;;;;;;;;;;;;;;;;;;
Saint-Victurnien;87185;Saint-Victurnien;745;1746;1189.1;;23220;;;;;;;;;;;;;;;;;;;;;;;;;744;1742;1187;;;23330;;;;;;;;;;;;;;;;;;;
Saint-Vitte-sur-Briance;87186;Saint-Vitte-sur-Briance;143;293;210.8;;20040;;;;;;;;;;;;;;;;;;;;;;;;;143;293;210.8;;;19340;;;;;;;;;;;;;;;;;;;
Saint-Yrieix-la-Perche;87187;Saint-Yrieix-la-Perche;3312;6305;4689.8;17000;21760;27880;10880;12660;15630;18040;19950;23750;26470;29400;35510;2.8;3.7;0.259;54;46.6;2;5.4;45.6;9.3;4.7;1.1;2.7;0.9;-13.6;3312;6301;4688.6;44;15600;21470;28690;13090;10090;13830;16920;19320;23850;26860;30800;38030;3,8;5.6;0.321;50.1;43.1;2;5;43.6;6.3
Saint-Yrieix-sous-Aixe;87188;Saint-Yrieix-sous-Aixe;191;450;304.3;;24150;;;;;;;;;;;;;;;;;;;;;;;;;191;450;304.3;;;24250;;;;;;;;;;;;;;;;;;;
Les Salles-Lavauguyon;87189;Les Salles-Lavauguyon;82;152;114.2;;17740;;;;;;;;;;;;;;;;;;;;;;;;;82;152;114.2;;;16740;;;;;;;;;;;;;;;;;;;
Sauviat-sur-Vige;87190;Sauviat-sur-Vige;441;869;633.6;;20120;;;;;;;;;;;;;;;;;;;;;;;;;441;869;633.6;;;19510;;;;;;;;;;;;;;;;;;;
Séreilhac;87191;Séreilhac;799;1821;1252;;22700;;;;;;;;;;;;;;;;;;;;;;;;;799;1819;1250.8;;;22700;;;;;;;;;;;;;;;;;;;
Solignac;87192;Solignac;677;1577;1078.5;;25220;;;;;;;;;;;;;;;;;;;;;;;;;678;1578;1079.5;;;25790;;;;;;;;;;;;;;;;;;;
Surdoux;87193;Surdoux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sussac;87194;Sussac;161;335;240.6;;19960;;;;;;;;;;;;;;;;;;;;;;;;;160;333;239.3;;;19550;;;;;;;;;;;;;;;;;;;
Tersannes;87195;Tersannes;62;125;90.7;;17390;;;;;;;;;;;;;;;;;;;;;;;;;62;125;90.7;;;16370;;;;;;;;;;;;;;;;;;;
Thouron;87197;Thouron;242;568;384.3;;22100;;;;;;;;;;;;;;;;;;;;;;;;;242;568;384.3;;;21530;;;;;;;;;;;;;;;;;;;
Vaulry;87198;Vaulry;189;404;285.3;;19470;;;;;;;;;;;;;;;;;;;;;;;;;189;404;285.3;;;19110;;;;;;;;;;;;;;;;;;;
Vayres;87199;Vayres;357;699;515;;19040;;;;;;;;;;;;;;;;;;;;;;;;;357;699;515;;;18480;;;;;;;;;;;;;;;;;;;
Verneuil-Moustiers;87200;Verneuil-Moustiers;61;117;86.4;;18230;;;;;;;;;;;;;;;;;;;;;;;;;62;121;88.5;;;16240;;;;;;;;;;;;;;;;;;;
Verneuil-sur-Vienne;87201;Verneuil-sur-Vienne;1946;4687;3159.4;21510;26710;32990;11470;17130;20150;22750;24670;28800;31330;35160;41340;2.4;3;0.216;77.9;71.3;1.5;5.1;29.8;6.9;2.6;1.5;0.8;0.3;-17.2;1944;4682;3156.3;69;21070;27620;35380;14310;15670;19430;22610;24860;29960;32990;37880;45880;2,9;3.8;0.259;68.8;62.9;1.4;4.5;27;4.2
Veyrac;87202;Veyrac;877;2178;1450.9;20110;24700;30510;10410;16210;19020;21130;22930;26810;29360;32240;38690;2.4;2.8;0.211;81.2;74.5;2.1;4.6;24.9;6.3;3.3;1.6;1.3;0.4;-15.7;876;2176;1449.4;62;19470;24820;31880;12410;14270;18040;20600;22570;27640;30790;34160;42150;3,0;3.6;0.254;73;66.9;2;4.1;22.9;4.1
Vicq-sur-Breuilh;87203;Vicq-sur-Breuilh;525;1265;857.3;;24000;;;;;;;;;;;;;;;;;;;;;;;;;526;1268;859.3;;;23640;;;;;;;;;;;;;;;;;;;
Videix;87204;Videix;107;211;156;;17460;;;;;;;;;;;;;;;;;;;;;;;;;107;211;156;;;16220;;;;;;;;;;;;;;;;;;;
Le Vigen;87205;Le Vigen;937;2271;1533.5;20510;25640;31760;11250;16200;19240;21470;23470;27680;30310;33640;41330;2.6;3.2;0.237;78.7;69.7;1.8;7.2;29.1;6.8;2.7;1.4;1;0.3;-17.3;935;2268;1531.2;64;20100;25840;34050;13950;14370;18630;21550;23620;28580;31980;36050;45030;3,1;4.3;0.288;69.6;61.6;1.7;6.3;26.4;4
Villefavard;87206;Villefavard;70;119;93.9;;18380;;;;;;;;;;;;;;;;;;;;;;;;;70;119;93.9;;;18130;;;;;;;;;;;;;;;;;;;
Les Ableuvenettes;88001;Les Ableuvenettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ahéville;88002;Ahéville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aingeville;88003;Aingeville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ainvelle;88004;Ainvelle;70;141;102;;23560;;;;;;;;;;;;;;;;;;;;;;;;;70;141;102;;;24480;;;;;;;;;;;;;;;;;;;
Allarmont;88005;Allarmont;109;216;156.9;;21290;;;;;;;;;;;;;;;;;;;;;;;;;109;216;156.9;;;20870;;;;;;;;;;;;;;;;;;;
Ambacourt;88006;Ambacourt;142;317;219.2;;23500;;;;;;;;;;;;;;;;;;;;;;;;;142;317;219.2;;;23800;;;;;;;;;;;;;;;;;;;
Ameuvelle;88007;Ameuvelle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anglemont;88008;Anglemont;59;138;94.8;;21610;;;;;;;;;;;;;;;;;;;;;;;;;59;138;94.8;;;18940;;;;;;;;;;;;;;;;;;;
Anould;88009;Anould;1577;3345;2373.2;17100;21740;26660;9560;13410;15930;18180;19900;23660;25600;28130;32400;2.4;2.9;0.206;66.5;58.8;3.9;3.8;35.8;5.4;4.8;1.7;2.3;0.8;-12.5;1576;3343;2371.7;48;15950;21320;27610;11660;10990;14600;17230;19230;23400;26090;29340;34610;3,1;4;0.257;62.3;54.9;3.9;3.5;34.6;3.1
Aouze;88010;Aouze;85;194;134.2;;21180;;;;;;;;;;;;;;;;;;;;;;;;;85;194;134.2;;;20390;;;;;;;;;;;;;;;;;;;
Arches;88011;Arches;742;1588;1120.8;;22920;;;;;;;;;;;;;;;;;;;;;;;;;742;1588;1120.8;;;22720;;;;;;;;;;;;;;;;;;;
Archettes;88012;Archettes;533;1128;798.1;;24210;;;;;;;;;;;;;;;;;;;;;;;;;533;1128;798.1;;;24460;;;;;;;;;;;;;;;;;;;
Aroffe;88013;Aroffe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrentès-de-Corcieux;88014;Arrentès-de-Corcieux;75;170;116.4;;22200;;;;;;;;;;;;;;;;;;;;;;;;;75;170;116.4;;;20900;;;;;;;;;;;;;;;;;;;
Attignéville;88015;Attignéville;110;228;162.3;;22150;;;;;;;;;;;;;;;;;;;;;;;;;110;228;162.3;;;22050;;;;;;;;;;;;;;;;;;;
Attigny;88016;Attigny;101;208;150.4;;21530;;;;;;;;;;;;;;;;;;;;;;;;;101;208;150.4;;;20980;;;;;;;;;;;;;;;;;;;
Aulnois;88017;Aulnois;61;146;98.1;;22560;;;;;;;;;;;;;;;;;;;;;;;;;61;146;98.1;;;22880;;;;;;;;;;;;;;;;;;;
Autigny-la-Tour;88019;Autigny-la-Tour;77;150;108.9;;22500;;;;;;;;;;;;;;;;;;;;;;;;;78;152;110.4;;;22650;;;;;;;;;;;;;;;;;;;
Autreville;88020;Autreville;80;196;130.5;;24460;;;;;;;;;;;;;;;;;;;;;;;;;80;196;130.5;;;24890;;;;;;;;;;;;;;;;;;;
Autrey;88021;Autrey;100;256;169.2;;20310;;;;;;;;;;;;;;;;;;;;;;;;;100;256;169.2;;;20130;;;;;;;;;;;;;;;;;;;
Auzainvilliers;88022;Auzainvilliers;90;210;144.7;;21730;;;;;;;;;;;;;;;;;;;;;;;;;90;210;144.7;;;21090;;;;;;;;;;;;;;;;;;;
Avillers;88023;Avillers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avrainville;88024;Avrainville;40;109;70.1;;22780;;;;;;;;;;;;;;;;;;;;;;;;;40;109;70.1;;;22710;;;;;;;;;;;;;;;;;;;
Avranville;88025;Avranville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aydoilles;88026;Aydoilles;436;1054;712.6;;25190;;;;;;;;;;;;;;;;;;;;;;;;;435;1053;711.6;;;25920;;;;;;;;;;;;;;;;;;;
Badménil-aux-Bois;88027;Badménil-aux-Bois;61;153;101.2;;22070;;;;;;;;;;;;;;;;;;;;;;;;;61;153;101.2;;;22190;;;;;;;;;;;;;;;;;;;
La Baffe;88028;La Baffe;233;619;405.9;;26120;;;;;;;;;;;;;;;;;;;;;;;;;233;619;405.9;;;25900;;;;;;;;;;;;;;;;;;;
La Vôge-les-Bains;88029;La Vôge-les-Bains;766;1515;1104.7;;19550;;;;;;;;;;;;;;;;;;;;;;;;;766;1515;1104.7;;;18880;;;;;;;;;;;;;;;;;;;
Bainville-aux-Saules;88030;Bainville-aux-Saules;56;122;85.6;;22020;;;;;;;;;;;;;;;;;;;;;;;;;56;122;85.6;;;21120;;;;;;;;;;;;;;;;;;;
Balléville;88031;Balléville;47;106;74.6;;24870;;;;;;;;;;;;;;;;;;;;;;;;;47;106;74.6;;;24260;;;;;;;;;;;;;;;;;;;
Ban-de-Laveline;88032;Ban-de-Laveline;554;1154;826.8;;21800;;;;;;;;;;;;;;;;;;;;;;;;;556;1158;829.4;;;21300;;;;;;;;;;;;;;;;;;;
Ban-de-Sapt;88033;Ban-de-Sapt;148;354;240;;21770;;;;;;;;;;;;;;;;;;;;;;;;;148;354;240;;;21190;;;;;;;;;;;;;;;;;;;
Barbey-Seroux;88035;Barbey-Seroux;55;133;88.3;;20510;;;;;;;;;;;;;;;;;;;;;;;;;55;133;88.3;;;20210;;;;;;;;;;;;;;;;;;;
Barville;88036;Barville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Basse-sur-le-Rupt;88037;Basse-sur-le-Rupt;385;870;605.2;;23180;;;;;;;;;;;;;;;;;;;;;;;;;385;870;605.2;;;23110;;;;;;;;;;;;;;;;;;;
Battexey;88038;Battexey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baudricourt;88039;Baudricourt;137;328;218.2;;23140;;;;;;;;;;;;;;;;;;;;;;;;;138;330;219.7;;;22900;;;;;;;;;;;;;;;;;;;
Bayecourt;88040;Bayecourt;116;254;179.3;;22230;;;;;;;;;;;;;;;;;;;;;;;;;116;254;179.3;;;22400;;;;;;;;;;;;;;;;;;;
Bazegney;88041;Bazegney;44;105;70.1;;23930;;;;;;;;;;;;;;;;;;;;;;;;;44;105;70.1;;;23940;;;;;;;;;;;;;;;;;;;
Bazien;88042;Bazien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bazoilles-et-Ménil;88043;Bazoilles-et-Ménil;50;131;85.2;;22460;;;;;;;;;;;;;;;;;;;;;;;;;50;131;85.2;;;22740;;;;;;;;;;;;;;;;;;;
Bazoilles-sur-Meuse;88044;Bazoilles-sur-Meuse;268;610;419.2;;22920;;;;;;;;;;;;;;;;;;;;;;;;;268;610;419.2;;;22610;;;;;;;;;;;;;;;;;;;
Beaufremont;88045;Beaufremont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Beauménil;88046;Beauménil;65;135;94.9;;21320;;;;;;;;;;;;;;;;;;;;;;;;;65;135;94.9;;;21120;;;;;;;;;;;;;;;;;;;
Begnécourt;88047;Begnécourt;60;140;95.6;;24500;;;;;;;;;;;;;;;;;;;;;;;;;60;140;95.6;;;24770;;;;;;;;;;;;;;;;;;;
Bellefontaine;88048;Bellefontaine;399;974;657.8;;22970;;;;;;;;;;;;;;;;;;;;;;;;;399;974;657.8;;;22780;;;;;;;;;;;;;;;;;;;
Belmont-lès-Darney;88049;Belmont-lès-Darney;52;111;79.7;;23830;;;;;;;;;;;;;;;;;;;;;;;;;53;112;80.7;;;22830;;;;;;;;;;;;;;;;;;;
Belmont-sur-Buttant;88050;Belmont-sur-Buttant;122;306;201.8;;22630;;;;;;;;;;;;;;;;;;;;;;;;;123;307;202.8;;;22360;;;;;;;;;;;;;;;;;;;
Belmont-sur-Vair;88051;Belmont-sur-Vair;57;127;86.9;;22820;;;;;;;;;;;;;;;;;;;;;;;;;57;127;86.9;;;22130;;;;;;;;;;;;;;;;;;;
Belrupt;88052;Belrupt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belval;88053;Belval;61;130;92.7;;21670;;;;;;;;;;;;;;;;;;;;;;;;;61;130;92.7;;;22250;;;;;;;;;;;;;;;;;;;
Bertrimoutier;88054;Bertrimoutier;144;294;213.1;;24340;;;;;;;;;;;;;;;;;;;;;;;;;144;294;213.1;;;24310;;;;;;;;;;;;;;;;;;;
Bettegney-Saint-Brice;88055;Bettegney-Saint-Brice;55;153;98.2;;22730;;;;;;;;;;;;;;;;;;;;;;;;;55;153;98.2;;;24100;;;;;;;;;;;;;;;;;;;
Bettoncourt;88056;Bettoncourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Beulay;88057;Le Beulay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biécourt;88058;Biécourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biffontaine;88059;Biffontaine;161;390;263.1;;21150;;;;;;;;;;;;;;;;;;;;;;;;;161;390;263.1;;;19870;;;;;;;;;;;;;;;;;;;
Blémerey;88060;Blémerey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bleurville;88061;Bleurville;151;311;226.8;;22470;;;;;;;;;;;;;;;;;;;;;;;;;151;311;226.8;;;22160;;;;;;;;;;;;;;;;;;;
Blevaincourt;88062;Blevaincourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bocquegney;88063;Bocquegney;54;133;89.6;;23520;;;;;;;;;;;;;;;;;;;;;;;;;54;133;89.6;;;23380;;;;;;;;;;;;;;;;;;;
Bois-de-Champ;88064;Bois-de-Champ;47;104;73.1;;24790;;;;;;;;;;;;;;;;;;;;;;;;;47;104;73.1;;;25220;;;;;;;;;;;;;;;;;;;
Bonvillet;88065;Bonvillet;145;284;208.2;;21340;;;;;;;;;;;;;;;;;;;;;;;;;145;284;208.2;;;21040;;;;;;;;;;;;;;;;;;;
Boulaincourt;88066;Boulaincourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Bourgonce;88068;La Bourgonce;368;878;595.8;;22790;;;;;;;;;;;;;;;;;;;;;;;;;368;878;595.8;;;22910;;;;;;;;;;;;;;;;;;;
Bouxières-aux-Bois;88069;Bouxières-aux-Bois;61;149;100;;25620;;;;;;;;;;;;;;;;;;;;;;;;;61;149;100;;;26610;;;;;;;;;;;;;;;;;;;
Bouxurulles;88070;Bouxurulles;75;180;121.2;;24300;;;;;;;;;;;;;;;;;;;;;;;;;75;180;121.2;;;24230;;;;;;;;;;;;;;;;;;;
Bouzemont;88071;Bouzemont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brantigny;88073;Brantigny;87;204;141.3;;24500;;;;;;;;;;;;;;;;;;;;;;;;;87;204;141.3;;;24400;;;;;;;;;;;;;;;;;;;
Brechainville;88074;Brechainville;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Bresse;88075;La Bresse;2010;4015;2936;17870;22260;28700;10830;13760;16610;18700;20530;24290;26880;30390;36190;2.6;3.3;0.236;60;51.2;2.9;5.9;41.5;8.6;3.5;1.1;1.7;0.7;-13.6;2010;4015;2936;49;16860;22030;29640;12780;12020;15670;17990;20110;24420;27720;31800;39130;3,3;4.4;0.284;55.3;46.9;2.9;5.5;39.3;5.4
Brouvelieures;88076;Brouvelieures;203;433;303.5;;20680;;;;;;;;;;;;;;;;;;;;;;;;;203;433;303.5;;;19880;;;;;;;;;;;;;;;;;;;
Brû;88077;Brû;223;536;361.4;;22160;;;;;;;;;;;;;;;;;;;;;;;;;223;536;361.4;;;21620;;;;;;;;;;;;;;;;;;;
Bruyères;88078;Bruyères;1386;2635;1936.9;14070;19050;24490;10420;10950;13190;15230;17120;21060;23090;25810;31480;2.9;3.5;0.247;58.6;52.3;2.7;3.6;37.3;5.5;10.5;2.6;5.5;2.4;-11.9;1388;2637;1938.9;36;11260;17640;24730;13470;3110;8750;12910;15220;20500;23190;26700;33450;10,8;11;0.363;58.3;51.8;2.9;3.6;38.3;3.4
Bulgnéville;88079;Bulgnéville;685;1581;1080.8;;23400;;;;;;;;;;;;;;;;;;;;;;;;;686;1582;1081.8;;;23120;;;;;;;;;;;;;;;;;;;
Bult;88080;Bult;115;296;194.5;;24090;;;;;;;;;;;;;;;;;;;;;;;;;115;296;194.5;;;24420;;;;;;;;;;;;;;;;;;;
Bussang;88081;Bussang;612;1158;868.1;;22010;;;;;;;;;;;;;;;;;;;;;;;;;614;1160;870.1;;;21570;;;;;;;;;;;;;;;;;;;
Celles-sur-Plaine;88082;Celles-sur-Plaine;369;730;531.7;;20510;;;;;;;;;;;;;;;;;;;;;;;;;371;732;533.8;;;20250;;;;;;;;;;;;;;;;;;;
Certilleux;88083;Certilleux;98;223;157.5;;23380;;;;;;;;;;;;;;;;;;;;;;;;;98;223;157.5;;;23870;;;;;;;;;;;;;;;;;;;
Chamagne;88084;Chamagne;186;438;298;;24480;;;;;;;;;;;;;;;;;;;;;;;;;185;435;296;;;23890;;;;;;;;;;;;;;;;;;;
Champdray;88085;Champdray;94;193;137.3;;20970;;;;;;;;;;;;;;;;;;;;;;;;;94;193;137.3;;;20640;;;;;;;;;;;;;;;;;;;
Champ-le-Duc;88086;Champ-le-Duc;239;527;370.8;;22290;;;;;;;;;;;;;;;;;;;;;;;;;239;527;370.8;;;22210;;;;;;;;;;;;;;;;;;;
Chantraine;88087;Chantraine;1605;3216;2328.5;18610;24500;33070;14460;13540;16880;19640;21790;27630;31240;35300;45260;3.3;4.1;0.279;72.2;63.4;2.2;6.6;32.9;9.7;4.1;1.2;2;0.9;-18.9;1606;3218;2329.8;57;17150;24740;35440;18290;11000;15720;18700;21480;28110;33090;38400;49670;4,5;6.3;0.348;63.6;55.8;2;5.8;29.8;6.6
La Chapelle-aux-Bois;88088;La Chapelle-aux-Bois;295;695;472.1;;20100;;;;;;;;;;;;;;;;;;;;;;;;;295;693;471.5;;;19300;;;;;;;;;;;;;;;;;;;
La Chapelle-devant-Bruyères;88089;La Chapelle-devant-Bruyères;247;578;397.2;;21300;;;;;;;;;;;;;;;;;;;;;;;;;246;573;394.4;;;20770;;;;;;;;;;;;;;;;;;;
Charmes;88090;Charmes;2132;4370;3110.4;14690;20250;26000;11310;10750;13600;15820;18150;22220;24560;27880;32980;3.1;3.8;0.261;68.3;62.1;3.1;3.1;28.9;7;9.1;2.5;4.5;2.1;-13.3;2132;4370;3110.4;41;11690;19330;26550;14860;4880;10260;13510;16670;21940;24810;28720;35750;7,3;9.8;0.367;65.9;59.7;3.2;3;28.8;5.3
Charmois-devant-Bruyères;88091;Charmois-devant-Bruyères;169;386;265.5;;23150;;;;;;;;;;;;;;;;;;;;;;;;;169;386;265.5;;;23380;;;;;;;;;;;;;;;;;;;
Charmois-l'Orgueilleux;88092;Charmois-l'Orgueilleux;219;537;358.3;;21370;;;;;;;;;;;;;;;;;;;;;;;;;220;538;359.3;;;20530;;;;;;;;;;;;;;;;;;;
Châtas;88093;Châtas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Châtel-sur-Moselle;88094;Châtel-sur-Moselle;724;1576;1095;;21150;;;;;;;;;;;;;;;;;;;;;;;;;723;1575;1094;;;20740;;;;;;;;;;;;;;;;;;;
Châtenois;88095;Châtenois;757;1586;1118.3;;20120;;;;;;;;;;;;;;;;;;;;;;;;;758;1588;1119.8;;;19340;;;;;;;;;;;;;;;;;;;
Châtillon-sur-Saône;88096;Châtillon-sur-Saône;51;103;75.4;;20570;;;;;;;;;;;;;;;;;;;;;;;;;51;103;75.4;;;20510;;;;;;;;;;;;;;;;;;;
